Date,AAPL,AMZN,DAID,FBBK,MSFT,TSLA,TWTR
2014-02-10,16.877014000000003,360.869995,44.198021000000004,63.549999,31.613111,39.312,52.919998
2014-02-11,17.099382000000002,361.790009,45.827473,64.849998,31.930971000000003,39.324001,54.0
2014-02-12,17.098108,349.25,46.470856,64.449997,32.188675,39.063999,56.849998
2014-02-13,17.36961,357.200012,46.610729,67.33000200000001,32.308952000000005,39.925999,56.470001
2014-02-14,17.355579000000002,357.350006,46.862488,67.089996,32.317535,39.646,57.439999
2014-02-18,17.419382000000002,353.649994,46.617725,67.300003,32.386776,40.740002000000004,58.18
2014-02-19,17.144373,347.380005,46.296028,68.059998,32.464667999999996,38.728001,55.5
2014-02-20,16.945921,349.799988,46.344975,69.629997,32.672385999999996,41.993999,56.630001
2014-02-21,16.757685000000002,346.76001,46.946407,68.589996,32.871449,41.919998,55.919998
2014-02-24,16.831068,351.77999900000003,47.338039,70.779999,32.620461,43.529999,55.779999
2014-02-25,16.655914000000003,358.320007,46.97438,69.849998,32.490631,49.599998,54.959998999999996
2014-02-26,16.505644,359.799988,47.100262,69.260002,32.430035,50.599998,55.869999
2014-02-27,16.834898000000003,360.130005,46.883469,68.940002,32.767578,50.507999,55.77
2014-02-28,16.789274,362.100006,47.219151000000004,68.459999,33.157055,48.962002000000005,54.91
2014-03-03,16.837769,359.77999900000003,45.715579999999996,67.410004,32.698345,50.112,53.709998999999996
2014-03-04,16.948795,363.899994,47.582809000000005,68.800003,33.243607,50.967999,54.279999
2014-03-05,16.984528,372.369995,48.205215,71.57,32.983959000000006,50.532001,54.380001
2014-03-06,16.933161,372.160004,48.345081,70.839996,33.018578000000005,50.588001,54.830002
2014-03-07,16.923271,372.059998,47.163208000000004,69.800003,32.802219,49.242001,53.529999
2014-03-10,16.938582999999998,370.52999900000003,46.533798,72.029999,32.732966999999995,47.768002,53.880001
2014-03-11,17.103529,368.820007,47.184185,70.099998,32.906059,46.882,54.02
2014-03-12,17.120117,370.640015,46.268055,70.879997,33.122444,48.298,54.5
2014-03-13,16.929976,371.51001,45.261013,68.83000200000001,32.793552000000005,47.557999,53.57
2014-03-14,16.739819,373.73999,45.044224,67.720001,32.629112,46.194,51.919998
2014-03-17,16.805222,375.040009,45.7995,68.739998,32.93203,46.796001000000004,52.049999
2014-03-18,16.953894000000002,378.769989,46.135181,69.190002,34.230270000000004,48.007999,51.130001
2014-03-19,16.949432,373.230011,46.114201,68.239998,33.98793,47.167999,51.240002000000004
2014-03-20,16.867756,368.97000099999997,46.058254,66.970001,34.905361,46.981998,50.119999
2014-03-21,17.000797,360.619995,46.09322,67.239998,34.758232,45.778,50.919998
2014-03-24,17.202435,351.850006,45.156105,64.099998,35.052494,44.034,48.77
2014-03-25,17.387478,354.709991,45.771522999999995,64.889999,34.914013,44.088001,47.880001
2014-03-26,17.221252,343.410004,47.072289000000005,60.389998999999996,34.437988,42.591999,44.43
2014-03-27,17.147242000000002,338.47000099999997,46.932423,60.970001,34.065822999999995,41.464001,46.32
2014-03-28,17.128096,338.290009,48.135277,60.009997999999996,34.879391,42.473999,47.299999
2014-03-31,17.124264,336.369995,47.967438,60.240002000000004,35.476574,41.689999,46.669998
2014-04-01,17.280918,342.98999,48.778667,62.619999,35.848743,43.394001,46.98
2014-04-02,17.309629,341.959991,48.596835999999996,62.720001,35.788166,46.057999,45.73
2014-04-03,17.189667,333.619995,48.813637,59.490002000000004,35.493896,45.080002,44.049999
2014-04-04,16.967299,323.0,49.750744,56.75,34.507236,42.445999,43.139998999999996
2014-04-07,16.700901,317.76001,48.911537,56.950001,34.446636,41.504002,42.450001
2014-04-08,16.699944,327.070007,48.883575,58.189999,34.463947,43.091999,41.779999
2014-04-09,16.919441,331.809998,49.254219,62.41,35.026524,43.386002000000005,42.490002000000004
2014-04-10,16.701221,317.109985,48.611267,59.16,34.065822999999995,40.838001,41.34
2014-04-11,16.577749,311.730011,47.787715999999996,58.529999,33.936005,40.756001,40.049999
2014-04-14,16.643787,315.910004,47.838287,58.889998999999996,33.910034,39.618,40.869999
2014-04-15,16.525108,316.079987,46.227299,59.09,34.403381,38.782001,45.52
2014-04-16,16.558607000000002,323.679993,47.188109999999995,59.720001,34.965946,39.821999,44.419998
2014-04-17,16.747795,324.910004,48.611267,58.939999,34.628391,39.624001,45.009997999999996
2014-04-22,16.963469,329.320007,49.644321000000005,63.029999,34.611092,43.728001,46.02
